,Age,DailyRate,Department,EducationField,Gender,MaritalStatus,MonthlyRate,OverTime,Bonus
1157,35,208,Research & Development,Life Sciences,Female,Married,12250,No,13475.000000000002
1158,37,671,Research & Development,Life Sciences,Male,Married,26493,No,29142.300000000003
1159,39,711,Research & Development,Medical,Female,Single,3140,No,3454.0000000000005
1160,45,1329,Research & Development,Other,Female,Divorced,5388,No,5926.8
1161,38,397,Research & Development,Medical,Female,Married,14199,Yes,15618.900000000001
1162,35,737,Sales,Medical,Male,Married,21530,No,23683.000000000004
1163,37,1470,Research & Development,Medical,Female,Married,9953,No,10948.300000000001
1164,40,448,Research & Development,Life Sciences,Female,Single,19948,Yes,21942.800000000003
1165,44,602,Human Resources,Human Resources,Male,Married,10503,Yes,11553.300000000001
1166,48,365,Research & Development,Medical,Male,Married,5602,No,6162.200000000001
1167,35,763,Sales,Medical,Male,Divorced,22098,Yes,24307.800000000003
1168,24,567,Research & Development,Technical Degree,Female,Single,17218,Yes,18939.800000000003
1169,27,486,Research & Development,Medical,Female,Married,22490,No,24739.000000000004
1170,27,591,Research & Development,Medical,Male,Single,6297,No,6926.700000000001
1171,40,1329,Research & Development,Life Sciences,Male,Single,3339,Yes,3672.9
1172,29,469,Sales,Medical,Male,Single,23413,No,25754.300000000003
1173,36,711,Research & Development,Life Sciences,Female,Married,22792,No,25071.2
1174,25,772,Research & Development,Life Sciences,Male,Divorced,4973,No,5470.3
1175,39,492,Research & Development,Medical,Male,Married,7693,No,8462.300000000001
1176,49,301,Research & Development,Other,Female,Married,3498,No,3847.8
1177,50,813,Research & Development,Life Sciences,Female,Divorced,21981,No,24179.100000000002
1178,20,1141,Sales,Medical,Female,Single,13251,No,14576.1
1179,34,1130,Research & Development,Life Sciences,Female,Divorced,19332,No,21265.2
1180,36,311,Research & Development,Life Sciences,Male,Single,10950,No,12045.000000000002
1181,49,465,Research & Development,Life Sciences,Female,Married,11652,Yes,12817.2
1182,36,894,Research & Development,Medical,Female,Married,15411,No,16952.100000000002
1183,36,1040,Research & Development,Life Sciences,Male,Divorced,26308,No,28938.800000000003
1184,54,584,Research & Development,Medical,Female,Married,18685,No,20553.5
1185,43,1291,Research & Development,Life Sciences,Male,Married,3525,No,3877.5000000000005
1186,35,880,Sales,Other,Male,Single,10414,Yes,11455.400000000001
1187,38,1189,Research & Development,Life Sciences,Male,Married,9867,No,10853.7
1188,29,991,Sales,Medical,Male,Divorced,3356,Yes,3691.6000000000004
1189,33,392,Sales,Medical,Male,Divorced,3921,No,4313.1
1190,32,977,Research & Development,Medical,Male,Divorced,25518,No,28069.800000000003
1191,31,1112,Sales,Life Sciences,Female,Married,22589,No,24847.9
1192,49,464,Research & Development,Medical,Female,Divorced,24941,Yes,27435.100000000002
1193,38,148,Research & Development,Medical,Female,Single,23826,No,26208.600000000002
1194,47,1225,Sales,Life Sciences,Female,Divorced,21086,No,23194.600000000002
1195,49,809,Research & Development,Life Sciences,Male,Single,22384,No,24622.4
1196,41,1206,Sales,Life Sciences,Male,Single,11591,Yes,12750.1
1197,20,727,Sales,Life Sciences,Male,Single,21082,No,23190.2
1198,33,530,Sales,Life Sciences,Female,Divorced,16130,Yes,17743.0
1199,36,1351,Research & Development,Life Sciences,Male,Married,7419,No,8160.900000000001
1200,44,528,Human Resources,Life Sciences,Female,Divorced,4167,Yes,4583.700000000001
1201,23,1320,Research & Development,Medical,Male,Single,20586,Yes,22644.600000000002
1202,38,1495,Research & Development,Medical,Female,Married,26176,No,28793.600000000002
1203,53,1395,Research & Development,Medical,Male,Married,3458,No,3803.8
1204,48,708,Sales,Medical,Female,Married,11740,Yes,12914.000000000002
1205,32,1259,Research & Development,Life Sciences,Male,Single,24852,No,27337.2
1206,26,786,Research & Development,Medical,Male,Single,11925,No,13117.500000000002
1207,55,1441,Research & Development,Technical Degree,Male,Divorced,23737,No,26110.7
1208,34,1157,Research & Development,Medical,Male,Married,11912,No,13103.2
1209,60,370,Research & Development,Medical,Male,Divorced,20467,No,22513.7
1210,33,267,Research & Development,Medical,Male,Married,13637,No,15000.7
1211,37,1278,Sales,Medical,Male,Divorced,7677,No,8444.7
1212,34,678,Research & Development,Life Sciences,Female,Married,20338,No,22371.800000000003
1213,23,427,Sales,Life Sciences,Male,Divorced,25103,Yes,27613.300000000003
1214,44,921,Research & Development,Life Sciences,Female,Married,14810,Yes,16291.000000000002
1215,35,146,Research & Development,Medical,Male,Single,13970,Yes,15367.000000000002
1216,43,1179,Sales,Medical,Male,Married,6069,Yes,6675.900000000001
1217,24,581,Research & Development,Medical,Male,Married,17616,No,19377.600000000002
1218,41,918,Sales,Marketing,Male,Single,15869,No,17455.9
1219,29,1082,Research & Development,Medical,Female,Married,25412,No,27953.2
1220,36,530,Sales,Life Sciences,Female,Single,7439,No,8182.900000000001
1221,45,1238,Research & Development,Life Sciences,Male,Married,3395,No,3734.5000000000005
1222,24,240,Human Resources,Human Resources,Male,Married,11585,No,12743.500000000002
1223,47,1093,Sales,Life Sciences,Male,Married,24164,No,26580.4
1224,26,390,Research & Development,Medical,Male,Married,6217,No,6838.700000000001
1225,45,1005,Research & Development,Technical Degree,Female,Single,17119,No,18830.9
1226,32,585,Research & Development,Life Sciences,Male,Married,17360,No,19096.0
1227,31,741,Research & Development,Life Sciences,Male,Married,18103,No,19913.300000000003
1228,41,552,Human Resources,Human Resources,Male,Married,20794,No,22873.4
1229,40,369,Research & Development,Life Sciences,Female,Married,5041,Yes,5545.1
1230,24,506,Research & Development,Medical,Male,Divorced,3622,No,3984.2000000000003
1231,46,717,Research & Development,Life Sciences,Male,Single,9697,No,10666.7
1232,35,1370,Research & Development,Life Sciences,Male,Married,5151,No,5666.1
1233,30,793,Research & Development,Life Sciences,Male,Married,3811,No,4192.1
1234,47,543,Sales,Marketing,Male,Married,3536,No,3889.6000000000004
1235,46,1277,Sales,Life Sciences,Male,Divorced,5596,Yes,6155.6
1236,36,1456,Sales,Marketing,Male,Divorced,8658,Yes,9523.800000000001
1237,32,964,Sales,Life Sciences,Male,Single,12147,No,13361.7
1238,23,160,Research & Development,Medical,Female,Single,12862,No,14148.2
1239,31,163,Research & Development,Technical Degree,Female,Single,6670,No,7337.000000000001
1240,39,792,Research & Development,Life Sciences,Male,Married,8989,Yes,9887.900000000001
1241,32,371,Sales,Life Sciences,Male,Married,3840,No,4224.0
1242,40,611,Sales,Medical,Male,Single,4349,No,4783.900000000001
1243,45,176,Human Resources,Life Sciences,Female,Married,6595,No,7254.500000000001
1244,30,1312,Research & Development,Technical Degree,Female,Single,26427,No,29069.7
1245,24,897,Human Resources,Medical,Male,Married,2097,No,2306.7000000000003
1246,30,600,Human Resources,Human Resources,Female,Divorced,9732,No,10705.2
1247,31,1003,Sales,Technical Degree,Male,Married,20943,No,23037.300000000003
1248,27,1054,Research & Development,Medical,Female,Single,6152,No,6767.200000000001
1249,29,428,Sales,Marketing,Female,Single,14630,No,16093.000000000002
1250,29,461,Research & Development,Life Sciences,Male,Single,23060,Yes,25366.000000000004
1251,30,979,Sales,Marketing,Male,Divorced,3088,No,3396.8
1252,34,181,Research & Development,Medical,Male,Married,5586,Yes,6144.6
1253,33,1283,Sales,Marketing,Female,Single,10697,No,11766.7
1254,49,1313,Sales,Marketing,Female,Single,8191,No,9010.1
1255,33,211,Sales,Life Sciences,Female,Single,10092,Yes,11101.2
1256,38,594,Research & Development,Medical,Female,Married,15963,No,17559.300000000003
1257,31,1079,Sales,Marketing,Male,Married,19002,No,20902.2
1258,29,590,Research & Development,Technical Degree,Female,Divorced,10007,No,11007.7
1259,30,305,Research & Development,Life Sciences,Male,Married,9128,No,10040.800000000001
1260,32,953,Research & Development,Technical Degree,Male,Single,17674,No,19441.4
1261,38,833,Research & Development,Medical,Male,Married,24539,Yes,26992.9
1262,43,807,Research & Development,Technical Degree,Male,Married,15587,Yes,17145.7
1263,42,855,Research & Development,Medical,Male,Divorced,8952,No,9847.2
1264,55,478,Research & Development,Medical,Male,Married,19805,No,21785.5
1265,33,775,Research & Development,Technical Degree,Male,Divorced,6194,No,6813.400000000001
1266,41,548,Research & Development,Life Sciences,Male,Divorced,20520,No,22572.000000000004
1267,34,1375,Sales,Life Sciences,Male,Divorced,12313,Yes,13544.300000000001
1268,53,661,Research & Development,Medical,Female,Married,22308,Yes,24538.800000000003
1269,43,244,Human Resources,Life Sciences,Male,Single,5033,No,5536.3
1270,34,511,Sales,Life Sciences,Female,Single,25353,No,27888.300000000003
1271,21,337,Sales,Marketing,Male,Single,4567,No,5023.700000000001
1272,38,1153,Research & Development,Other,Female,Married,16376,No,18013.600000000002
1273,22,1294,Research & Development,Medical,Female,Married,15999,Yes,17598.9
1274,31,196,Sales,Marketing,Female,Married,13402,No,14742.2
1275,51,942,Research & Development,Technical Degree,Female,Married,22984,No,25282.4
1276,37,589,Sales,Marketing,Male,Married,8800,No,9680.0
1277,46,734,Research & Development,Medical,Male,Divorced,14218,Yes,15639.800000000001
1278,36,1383,Research & Development,Life Sciences,Male,Married,25949,Yes,28543.9
1279,44,429,Research & Development,Medical,Male,Divorced,11092,Yes,12201.2
1280,37,1239,Human Resources,Other,Male,Divorced,12832,No,14115.2
1281,35,303,Sales,Life Sciences,Male,Single,13492,Yes,14841.2
1282,33,867,Research & Development,Life Sciences,Male,Married,6076,No,6683.6
1283,28,1181,Research & Development,Life Sciences,Male,Married,5531,No,6084.1
1284,39,1253,Research & Development,Medical,Male,Single,7914,No,8705.400000000001
1285,46,849,Sales,Life Sciences,Male,Single,25166,No,27682.600000000002
1286,40,616,Research & Development,Life Sciences,Female,Married,25605,No,28165.500000000004
1287,42,1128,Research & Development,Medical,Male,Married,5696,No,6265.6
1288,35,1180,Research & Development,Medical,Male,Divorced,24442,No,26886.2
1289,38,1336,Human Resources,Human Resources,Male,Divorced,7129,No,7841.900000000001
1290,34,234,Research & Development,Life Sciences,Male,Married,6208,No,6828.8
1291,37,370,Research & Development,Medical,Male,Single,4992,No,5491.200000000001
1292,39,766,Sales,Life Sciences,Male,Divorced,19188,No,21106.800000000003
1293,43,343,Research & Development,Life Sciences,Male,Single,24978,No,27475.800000000003
1294,41,447,Research & Development,Life Sciences,Male,Single,15530,No,17083.0
1295,41,796,Sales,Marketing,Female,Divorced,26458,Yes,29103.800000000003
1296,30,1092,Research & Development,Medical,Female,Single,2739,No,3012.9
1297,26,920,Human Resources,Medical,Female,Married,6889,Yes,7577.900000000001
1298,46,261,Research & Development,Medical,Female,Married,10842,No,11926.2
1299,40,1194,Research & Development,Life Sciences,Female,Divorced,9060,No,9966.0
1300,34,810,Sales,Technical Degree,Male,Married,22128,No,24340.800000000003
1301,58,350,Sales,Medical,Male,Divorced,22577,No,24834.7
1302,35,185,Research & Development,Medical,Male,Married,9696,No,10665.6
1303,47,1001,Research & Development,Life Sciences,Female,Divorced,19271,Yes,21198.100000000002
1304,40,750,Research & Development,Life Sciences,Female,Divorced,10748,No,11822.800000000001
1305,54,431,Research & Development,Medical,Female,Married,15696,No,17265.600000000002
1306,31,1125,Sales,Marketing,Female,Married,8277,No,9104.7
1307,28,1217,Research & Development,Medical,Female,Married,12719,No,13990.900000000001
1308,38,723,Sales,Marketing,Female,Married,4244,Yes,4668.400000000001
1309,26,572,Sales,Medical,Male,Single,9125,No,10037.5
1310,58,1216,Research & Development,Life Sciences,Male,Married,21624,Yes,23786.4
1311,18,1431,Research & Development,Medical,Female,Single,8018,No,8819.800000000001
1312,31,359,Human Resources,Human Resources,Male,Married,21495,No,23644.500000000004
1313,29,350,Human Resources,Human Resources,Male,Divorced,3157,Yes,3472.7000000000003
1314,45,589,Sales,Life Sciences,Female,Married,19665,No,21631.5
1315,36,430,Research & Development,Other,Female,Married,19573,Yes,21530.300000000003
1316,43,1422,Sales,Life Sciences,Male,Married,19246,No,21170.600000000002
1317,27,1297,Research & Development,Life Sciences,Female,Single,19826,Yes,21808.600000000002
1318,29,574,Research & Development,Medical,Male,Married,7003,No,7703.3
1319,32,1318,Sales,Marketing,Male,Single,26075,No,28682.500000000004
1320,42,355,Research & Development,Technical Degree,Male,Married,6161,No,6777.1
1321,47,207,Research & Development,Life Sciences,Female,Single,5411,No,5952.1
1322,46,706,Research & Development,Life Sciences,Male,Divorced,19989,No,21987.9
1323,28,280,Human Resources,Life Sciences,Male,Divorced,10494,No,11543.400000000001
1324,29,726,Research & Development,Life Sciences,Male,Divorced,21143,No,23257.300000000003
1325,42,1142,Research & Development,Life Sciences,Male,Single,13624,No,14986.400000000001
1326,32,414,Sales,Marketing,Male,Single,26186,Yes,28804.600000000002
1327,46,1319,Sales,Technical Degree,Female,Divorced,7739,No,8512.900000000001
1328,27,728,Sales,Medical,Female,Married,7018,No,7719.8
1329,29,352,Human Resources,Medical,Male,Married,15434,No,16977.4
1330,43,823,Research & Development,Medical,Female,Married,22539,No,24792.9
1331,48,1224,Research & Development,Life Sciences,Male,Married,13583,No,14941.300000000001
1332,29,459,Research & Development,Life Sciences,Male,Single,14753,Yes,16228.300000000001
1333,46,1254,Sales,Life Sciences,Female,Married,14011,No,15412.1
1334,27,1131,Research & Development,Life Sciences,Female,Married,23844,No,26228.4
1335,39,835,Research & Development,Other,Male,Divorced,5141,No,5655.1
1336,55,836,Research & Development,Technical Degree,Male,Married,7975,No,8772.5
1337,28,1172,Sales,Medical,Female,Married,3692,No,4061.2000000000003
1338,30,945,Sales,Medical,Male,Single,16019,No,17620.9
1339,22,391,Research & Development,Life Sciences,Male,Single,26092,Yes,28701.2
1340,36,1266,Sales,Technical Degree,Female,Married,6060,Yes,6666.000000000001
1341,31,311,Research & Development,Life Sciences,Male,Divorced,18624,No,20486.4
1342,34,1480,Sales,Life Sciences,Male,Married,24444,Yes,26888.4
1343,29,592,Research & Development,Life Sciences,Male,Single,19384,No,21322.4
1344,37,783,Research & Development,Medical,Male,Married,13588,Yes,14946.800000000001
1345,35,219,Research & Development,Other,Female,Married,25388,Yes,27926.800000000003
1346,45,556,Research & Development,Life Sciences,Female,Married,23888,No,26276.800000000003
1347,36,1213,Human Resources,Human Resources,Male,Single,4223,No,4645.3
1348,40,1137,Research & Development,Life Sciences,Male,Divorced,18991,No,20890.100000000002
1349,26,482,Research & Development,Life Sciences,Female,Married,14908,Yes,16398.800000000003
1350,27,511,Sales,Medical,Female,Single,26997,No,29696.7
1351,48,117,Research & Development,Medical,Female,Divorced,2437,No,2680.7000000000003
1352,44,170,Research & Development,Life Sciences,Male,Married,9364,No,10300.400000000001
1353,34,967,Research & Development,Technical Degree,Male,Married,14460,Yes,15906.000000000002
1354,56,1162,Research & Development,Life Sciences,Male,Single,10261,No,11287.1
1355,36,335,Sales,Marketing,Male,Married,16822,No,18504.2
1356,41,337,Sales,Marketing,Female,Married,26841,No,29525.100000000002
1357,42,1396,Research & Development,Medical,Male,Married,14842,No,16326.2
1358,31,1079,Sales,Medical,Female,Divorced,20115,Yes,22126.5
1359,34,735,Sales,Medical,Female,Married,16495,Yes,18144.5
1360,31,471,Research & Development,Medical,Female,Divorced,16031,No,17634.100000000002
1361,26,1096,Research & Development,Other,Male,Married,7102,No,7812.200000000001
1362,45,1297,Research & Development,Medical,Male,Single,14511,No,15962.100000000002
1363,33,217,Sales,Marketing,Male,Single,10410,No,11451.000000000002
1364,28,783,Sales,Life Sciences,Male,Married,19255,Yes,21180.5
1365,29,746,Sales,Technical Degree,Male,Single,10642,No,11706.2
1366,39,1251,Sales,Life Sciences,Female,Married,3987,No,4385.700000000001
1367,27,1354,Research & Development,Technical Degree,Male,Married,6073,No,6680.3
1368,34,735,Research & Development,Other,Male,Married,26496,Yes,29145.600000000002
1369,28,1475,Sales,Marketing,Female,Single,23352,Yes,25687.2
1370,47,1169,Research & Development,Technical Degree,Male,Married,2125,No,2337.5
1371,56,1443,Sales,Marketing,Female,Married,20328,No,22360.800000000003
1372,39,867,Research & Development,Medical,Male,Married,12315,No,13546.500000000002
1373,38,1394,Research & Development,Medical,Female,Divorced,18115,Yes,19926.5
1374,58,605,Sales,Life Sciences,Female,Married,11761,Yes,12937.1
1375,32,238,Research & Development,Life Sciences,Female,Single,15318,Yes,16849.800000000003
1376,38,1206,Research & Development,Life Sciences,Male,Divorced,14293,No,15722.300000000001
1377,49,1064,Research & Development,Life Sciences,Male,Married,13738,No,15111.800000000001
1378,42,419,Sales,Marketing,Male,Divorced,2900,Yes,3190.0000000000005
1379,27,1337,Human Resources,Human Resources,Female,Married,19555,No,21510.5
1380,35,682,Sales,Medical,Male,Married,15975,No,17572.5
1381,28,1103,Research & Development,Medical,Male,Single,2122,No,2334.2000000000003
1382,31,976,Research & Development,Medical,Male,Divorced,3995,Yes,4394.5
1383,36,1351,Research & Development,Life Sciences,Male,Married,9238,No,10161.800000000001
1384,34,937,Sales,Marketing,Male,Single,6770,No,7447.000000000001
1385,34,1239,Sales,Medical,Male,Divorced,22914,No,25205.4
1386,26,157,Research & Development,Medical,Male,Single,20006,No,22006.600000000002
1387,29,136,Research & Development,Life Sciences,Male,Married,6225,No,6847.500000000001
1388,32,1146,Research & Development,Medical,Female,Divorced,16542,No,18196.2
1389,31,1125,Research & Development,Life Sciences,Male,Married,5771,No,6348.1
1390,28,1404,Research & Development,Technical Degree,Male,Divorced,18779,No,20656.9
1391,38,1404,Sales,Life Sciences,Male,Single,11473,No,12620.300000000001
1392,35,1224,Sales,Life Sciences,Female,Married,13586,Yes,14944.6
1393,27,954,Sales,Marketing,Male,Single,5099,No,5608.900000000001
1394,32,1373,Research & Development,Life Sciences,Male,Single,10138,No,11151.800000000001
1395,31,754,Sales,Marketing,Male,Married,21075,Yes,23182.500000000004
1396,53,1168,Sales,Life Sciences,Male,Single,5843,Yes,6427.3
1397,54,155,Research & Development,Life Sciences,Female,Married,22474,No,24721.4
1398,33,1303,Research & Development,Life Sciences,Male,Divorced,18079,No,19886.9
1399,43,574,Research & Development,Life Sciences,Male,Married,16873,No,18560.300000000003
1400,38,1444,Human Resources,Other,Male,Married,5224,Yes,5746.400000000001
1401,55,189,Human Resources,Human Resources,Male,Married,25811,Yes,28392.100000000002
1402,31,1276,Research & Development,Medical,Female,Divorced,17536,Yes,19289.600000000002
1403,39,119,Sales,Marketing,Male,Single,25098,No,27607.800000000003
1404,42,335,Research & Development,Life Sciences,Male,Single,14811,No,16292.100000000002
1405,31,697,Research & Development,Medical,Female,Married,26862,No,29548.2
1406,54,157,Research & Development,Medical,Female,Single,25198,Yes,27717.800000000003
1407,24,771,Research & Development,Life Sciences,Male,Single,14120,No,15532.000000000002
1408,23,571,Research & Development,Other,Male,Single,13672,No,15039.2
1409,40,692,Research & Development,Technical Degree,Female,Married,26849,No,29533.9
1410,40,444,Sales,Marketing,Female,Married,4258,No,4683.8
1411,25,309,Human Resources,Human Resources,Female,Married,19655,No,21620.5
1412,30,911,Research & Development,Medical,Male,Married,4077,No,4484.700000000001
1413,25,977,Research & Development,Other,Male,Divorced,7298,Yes,8027.800000000001
1414,47,1180,Research & Development,Medical,Male,Single,13084,No,14392.400000000001
1415,33,1313,Research & Development,Medical,Male,Divorced,20439,No,22482.9
1416,38,1321,Sales,Life Sciences,Male,Married,7636,No,8399.6
1417,31,1154,Sales,Life Sciences,Male,Married,6393,No,7032.3
1418,38,508,Research & Development,Life Sciences,Male,Married,14284,No,15712.400000000001
1419,42,557,Research & Development,Life Sciences,Male,Divorced,11189,Yes,12307.900000000001
1420,41,642,Research & Development,Life Sciences,Male,Married,21412,No,23553.2
1421,47,1162,Research & Development,Medical,Female,Married,17231,No,18954.100000000002
1422,35,1490,Research & Development,Medical,Male,Married,20232,Yes,22255.2
1423,22,581,Research & Development,Life Sciences,Male,Single,17624,No,19386.4
1424,35,1395,Research & Development,Medical,Male,Single,18698,No,20567.800000000003
1425,33,501,Research & Development,Medical,Female,Married,21653,Yes,23818.300000000003
1426,32,267,Research & Development,Life Sciences,Female,Single,15919,No,17510.9
1427,40,543,Research & Development,Life Sciences,Male,Married,4060,No,4466.0
1428,32,234,Sales,Medical,Male,Married,18024,No,19826.4
1429,39,116,Research & Development,Life Sciences,Male,Single,5340,No,5874.000000000001
1430,38,201,Research & Development,Medical,Female,Married,3376,No,3713.6000000000004
1431,32,801,Sales,Marketing,Female,Married,24032,No,26435.2
1432,37,161,Research & Development,Life Sciences,Female,Married,15471,Yes,17018.100000000002
1433,25,1382,Sales,Other,Female,Divorced,13684,Yes,15052.400000000001
1434,52,585,Sales,Life Sciences,Male,Divorced,19788,No,21766.800000000003
1435,44,1037,Research & Development,Medical,Male,Single,13422,Yes,14764.2
1436,21,501,Sales,Medical,Male,Single,25479,Yes,28026.9
1437,39,105,Research & Development,Life Sciences,Male,Single,15302,No,16832.2
1438,23,638,Sales,Marketing,Male,Married,26956,No,29651.600000000002
1439,36,557,Sales,Medical,Female,Married,12695,No,13964.500000000002
1440,36,688,Research & Development,Life Sciences,Female,Divorced,9192,No,10111.2
1441,56,667,Research & Development,Life Sciences,Male,Divorced,26236,No,28859.600000000002
1442,29,1092,Research & Development,Medical,Male,Married,26124,Yes,28736.4
1443,42,300,Research & Development,Life Sciences,Male,Married,17312,No,19043.2
1444,56,310,Research & Development,Technical Degree,Male,Married,3666,No,4032.6000000000004
1445,41,582,Research & Development,Life Sciences,Female,Married,5640,No,6204.000000000001
1446,34,704,Sales,Marketing,Female,Married,8978,No,9875.800000000001
1447,36,301,Sales,Marketing,Male,Divorced,10436,No,11479.6
1448,41,930,Sales,Life Sciences,Male,Divorced,12227,No,13449.7
1449,32,529,Research & Development,Technical Degree,Male,Single,11288,No,12416.800000000001
1450,35,1146,Human Resources,Life Sciences,Female,Single,16642,Yes,18306.2
1451,38,345,Sales,Life Sciences,Female,Married,5982,No,6580.200000000001
1452,50,878,Sales,Life Sciences,Male,Divorced,14255,No,15680.500000000002
1453,36,1120,Sales,Marketing,Female,Married,14369,No,15805.900000000001
1454,45,374,Sales,Life Sciences,Female,Single,23333,No,25666.300000000003
1455,40,1322,Research & Development,Life Sciences,Male,Single,2725,No,2997.5000000000005
1456,35,1199,Research & Development,Life Sciences,Male,Married,24594,Yes,27053.4
1457,40,1194,Research & Development,Medical,Female,Married,12549,No,13803.900000000001
1458,35,287,Research & Development,Life Sciences,Female,Married,8952,No,9847.2
1459,29,1378,Research & Development,Other,Male,Married,23679,Yes,26046.9
1460,29,468,Research & Development,Medical,Female,Single,8489,No,9337.900000000001
1461,50,410,Sales,Marketing,Male,Divorced,16586,Yes,18244.600000000002
1462,39,722,Sales,Marketing,Female,Married,8828,No,9710.800000000001
1463,31,325,Research & Development,Medical,Male,Single,3787,No,4165.700000000001
1464,26,1167,Sales,Other,Female,Single,21378,No,23515.800000000003
1465,36,884,Research & Development,Medical,Male,Married,12290,No,13519.000000000002
1466,39,613,Research & Development,Medical,Male,Married,21457,No,23602.7
1467,27,155,Research & Development,Life Sciences,Male,Married,5174,Yes,5691.400000000001
1468,49,1023,Sales,Medical,Male,Married,13243,No,14567.300000000001
1469,34,628,Research & Development,Medical,Male,Married,10228,No,11250.800000000001
